Concessionaria;Data;Km;Trecho
VIA BAHIA;17/06/2010;613;BR-324/BA
VIA BAHIA;18/06/2010;512,2000122070312;BR-116/BA
VIA BAHIA;18/06/2010;523;BR-116/BA
VIA BAHIA;18/06/2010;798;BR-116/BA
VIA BAHIA;18/06/2010;827;BR-116/BA
VIA BAHIA;18/06/2010;551;BR-324/BA
VIA BAHIA;18/06/2010;568;BR-324/BA
VIA BAHIA;18/06/2010;576;BR-324/BA
VIA BAHIA;18/06/2010;576,5;BR-324/BA
VIA BAHIA;18/06/2010;612;BR-324/BA
VIA BAHIA;19/06/2010;603;BR-116/BA
VIA BAHIA;19/06/2010;791;BR-116/BA
VIA BAHIA;19/06/2010;799;BR-116/BA
VIA BAHIA;19/06/2010;620;BR-324/BA
VIA BAHIA;19/06/2010;622;BR-324/BA
VIA BAHIA;20/06/2010;470;BR-116/BA
VIA BAHIA;20/06/2010;702;BR-116/BA
VIA BAHIA;20/06/2010;818;BR-116/BA
VIA BAHIA;20/06/2010;915,5;BR-116/BA
VIA BAHIA;20/06/2010;524;BR-324/BA
VIA BAHIA;20/06/2010;554;BR-324/BA
VIA BAHIA;20/06/2010;559,7000122070312;BR-324/BA
VIA BAHIA;20/06/2010;622;BR-324/BA
VIA BAHIA;21/06/2010;495;BR-116/BA
VIA BAHIA;21/06/2010;637;BR-116/BA
VIA BAHIA;21/06/2010;528;BR-324/BA
VIA BAHIA;21/06/2010;530;BR-324/BA
VIA BAHIA;21/06/2010;533;BR-324/BA
VIA BAHIA;21/06/2010;550;BR-324/BA
VIA BAHIA;21/06/2010;554,2999877929688;BR-324/BA
VIA BAHIA;21/06/2010;567;BR-324/BA
VIA BAHIA;22/06/2010;546;BR-116/BA
VIA BAHIA;22/06/2010;682;BR-116/BA
VIA BAHIA;22/06/2010;817;BR-116/BA
VIA BAHIA;22/06/2010;544;BR-324/BA
VIA BAHIA;22/06/2010;551;BR-324/BA
VIA BAHIA;22/06/2010;564;BR-324/BA
VIA BAHIA;22/06/2010;567;BR-324/BA
VIA BAHIA;22/06/2010;595;BR-324/BA
VIA BAHIA;22/06/2010;622;BR-324/BA
VIA BAHIA;23/06/2010;26;BR-116/BA - Cont VC
VIA BAHIA;23/06/2010;440;BR-116/BA
VIA BAHIA;23/06/2010;595,5999755859375;BR-116/BA
VIA BAHIA;23/06/2010;720;BR-116/BA
VIA BAHIA;23/06/2010;804,5;BR-116/BA
VIA BAHIA;23/06/2010;557;BR-324/BA
VIA BAHIA;23/06/2010;558;BR-324/BA
VIA BAHIA;23/06/2010;566;BR-324/BA
VIA BAHIA;23/06/2010;566;BR-324/BA
VIA BAHIA;23/06/2010;575;BR-324/BA
VIA BAHIA;23/06/2010;597;BR-324/BA
VIA BAHIA;23/06/2010;617;BR-324/BA
VIA BAHIA;23/06/2010;618;BR-324/BA
VIA BAHIA;24/06/2010;511;BR-116/BA
VIA BAHIA;24/06/2010;736,2999877929688;BR-116/BA
VIA BAHIA;24/06/2010;776;BR-116/BA
VIA BAHIA;24/06/2010;526,7000122070312;BR-324/BA
VIA BAHIA;24/06/2010;551,7999877929688;BR-324/BA
VIA BAHIA;25/06/2010;25;BR-116/BA - Cont VC
VIA BAHIA;25/06/2010;556,2999877929688;BR-116/BA
VIA BAHIA;25/06/2010;662;BR-116/BA
VIA BAHIA;25/06/2010;793;BR-116/BA
VIA BAHIA;25/06/2010;526;BR-324/BA
VIA BAHIA;25/06/2010;527;BR-324/BA
VIA BAHIA;25/06/2010;533;BR-324/BA
VIA BAHIA;25/06/2010;593;BR-324/BA
VIA BAHIA;25/06/2010;619;BR-324/BA
VIA BAHIA;25/06/2010;622;BR-324/BA
VIA BAHIA;25/06/2010;623;BR-324/BA
VIA BAHIA;26/06/2010;16;BR-116/BA - Cont VC
VIA BAHIA;26/06/2010;681;BR-116/BA
VIA BAHIA;26/06/2010;827;BR-116/BA
VIA BAHIA;26/06/2010;534;BR-324/BA
VIA BAHIA;26/06/2010;573;BR-324/BA
VIA BAHIA;26/06/2010;587,2000122070312;BR-324/BA
VIA BAHIA;26/06/2010;593;BR-324/BA
VIA BAHIA;27/06/2010;443;BR-116/BA
VIA BAHIA;27/06/2010;789;BR-116/BA
VIA BAHIA;27/06/2010;554;BR-324/BA
VIA BAHIA;27/06/2010;572;BR-324/BA
VIA BAHIA;27/06/2010;608;BR-324/BA
VIA BAHIA;27/06/2010;610;BR-324/BA
VIA BAHIA;27/06/2010;617,7999877929688;BR-324/BA
VIA BAHIA;28/06/2010;4;BR-116/BA - ContSuFS
VIA BAHIA;28/06/2010;564;BR-116/BA
VIA BAHIA;28/06/2010;632;BR-116/BA
VIA BAHIA;28/06/2010;819;BR-116/BA
VIA BAHIA;28/06/2010;526;BR-324/BA
VIA BAHIA;28/06/2010;526;BR-324/BA
VIA BAHIA;28/06/2010;534;BR-324/BA
VIA BAHIA;28/06/2010;603;BR-324/BA
VIA BAHIA;28/06/2010;617;BR-324/BA
VIA BAHIA;28/06/2010;619;BR-324/BA
VIA BAHIA;29/06/2010;455;BR-116/BA
VIA BAHIA;29/06/2010;580;BR-116/BA
VIA BAHIA;29/06/2010;647;BR-116/BA
VIA BAHIA;29/06/2010;657;BR-116/BA
VIA BAHIA;29/06/2010;798;BR-116/BA
VIA BAHIA;29/06/2010;588;BR-324/BA
VIA BAHIA;29/06/2010;612;BR-324/BA
VIA BAHIA;30/06/2010;815;BR-116/BA
VIA BAHIA;30/06/2010;866;BR-116/BA
VIA BAHIA;30/06/2010;604;BR-324/BA
VIA BAHIA;01/07/2010;467,29998779296875;BR-116/BA
VIA BAHIA;01/07/2010;725;BR-116/BA
VIA BAHIA;01/07/2010;928;BR-116/BA
VIA BAHIA;01/07/2010;546;BR-324/BA
VIA BAHIA;01/07/2010;555;BR-324/BA
VIA BAHIA;01/07/2010;569;BR-324/BA
VIA BAHIA;01/07/2010;592;BR-324/BA
VIA BAHIA;01/07/2010;596;BR-324/BA
VIA BAHIA;01/07/2010;603;BR-324/BA
VIA BAHIA;01/07/2010;613;BR-324/BA
VIA BAHIA;02/07/2010;19;BR-116/BA - Cont VC
VIA BAHIA;02/07/2010;439,70001220703125;BR-116/BA
VIA BAHIA;02/07/2010;494;BR-116/BA
VIA BAHIA;02/07/2010;642;BR-116/BA
VIA BAHIA;02/07/2010;650,7999877929688;BR-116/BA
VIA BAHIA;02/07/2010;804;BR-116/BA
VIA BAHIA;02/07/2010;574;BR-324/BA
VIA BAHIA;02/07/2010;620;BR-324/BA
VIA BAHIA;02/07/2010;622;BR-324/BA
VIA BAHIA;03/07/2010;8;BR-116/BA - ContSuFS
VIA BAHIA;03/07/2010;11;BR-116/BA - Cont VC
VIA BAHIA;03/07/2010;567;BR-116/BA
VIA BAHIA;03/07/2010;758;BR-116/BA
VIA BAHIA;03/07/2010;519,5;BR-324/BA
VIA BAHIA;03/07/2010;534;BR-324/BA
VIA BAHIA;03/07/2010;556;BR-324/BA
VIA BAHIA;03/07/2010;559;BR-324/BA
VIA BAHIA;03/07/2010;616;BR-324/BA
VIA BAHIA;03/07/2010;622;BR-324/BA
VIA BAHIA;04/07/2010;468;BR-116/BA
VIA BAHIA;04/07/2010;793;BR-116/BA
VIA BAHIA;04/07/2010;794;BR-116/BA
VIA BAHIA;04/07/2010;815;BR-116/BA
VIA BAHIA;04/07/2010;817;BR-116/BA
VIA BAHIA;04/07/2010;859;BR-116/BA
VIA BAHIA;04/07/2010;864;BR-116/BA
VIA BAHIA;04/07/2010;929,4000244140625;BR-116/BA
VIA BAHIA;04/07/2010;597;BR-324/BA
VIA BAHIA;04/07/2010;616;BR-324/BA
VIA BAHIA;05/07/2010;454,8999938964844;BR-116/BA
VIA BAHIA;05/07/2010;507;BR-116/BA
VIA BAHIA;05/07/2010;598;BR-116/BA
VIA BAHIA;05/07/2010;527;BR-324/BA
VIA BAHIA;05/07/2010;611,7000122070312;BR-324/BA
VIA BAHIA;06/07/2010;673;BR-116/BA
VIA BAHIA;06/07/2010;759;BR-116/BA
VIA BAHIA;06/07/2010;526;BR-324/BA
VIA BAHIA;06/07/2010;526;BR-324/BA
VIA BAHIA;06/07/2010;526;BR-324/BA
VIA BAHIA;06/07/2010;528;BR-324/BA
VIA BAHIA;06/07/2010;548;BR-324/BA
VIA BAHIA;06/07/2010;608;BR-324/BA
VIA BAHIA;07/07/2010;564,5999755859375;BR-116/BA
VIA BAHIA;07/07/2010;652;BR-116/BA
VIA BAHIA;07/07/2010;817,5;BR-116/BA
VIA BAHIA;07/07/2010;520;BR-324/BA
VIA BAHIA;07/07/2010;607,5;BR-324/BA
VIA BAHIA;07/07/2010;610;BR-324/BA
VIA BAHIA;08/07/2010;580;BR-116/BA
VIA BAHIA;08/07/2010;630;BR-116/BA
VIA BAHIA;08/07/2010;862;BR-116/BA
VIA BAHIA;08/07/2010;528;BR-324/BA
VIA BAHIA;08/07/2010;560;BR-324/BA
VIA BAHIA;08/07/2010;620;BR-324/BA
VIA BAHIA;08/07/2010;625;BR-324/BA
VIA BAHIA;09/07/2010;574;BR-116/BA
VIA BAHIA;09/07/2010;609;BR-116/BA
VIA BAHIA;09/07/2010;520;BR-324/BA
VIA BAHIA;09/07/2010;533;BR-324/BA
VIA BAHIA;10/07/2010;426,5;BR-116/BA
VIA BAHIA;10/07/2010;428;BR-116/BA
VIA BAHIA;10/07/2010;614;BR-116/BA
VIA BAHIA;10/07/2010;805;BR-116/BA
VIA BAHIA;10/07/2010;892;BR-116/BA
VIA BAHIA;10/07/2010;587;BR-324/BA
VIA BAHIA;10/07/2010;605;BR-324/BA
VIA BAHIA;11/07/2010;8;BR-116/BA - ContSuFS
VIA BAHIA;11/07/2010;751;BR-116/BA
VIA BAHIA;11/07/2010;805;BR-116/BA
VIA BAHIA;11/07/2010;813;BR-116/BA
VIA BAHIA;11/07/2010;541;BR-324/BA
VIA BAHIA;11/07/2010;607;BR-324/BA
VIA BAHIA;11/07/2010;617;BR-324/BA
VIA BAHIA;11/07/2010;619;BR-324/BA
VIA BAHIA;12/07/2010;6;BR-116/BA - ContSuFS
VIA BAHIA;12/07/2010;495;BR-116/BA
VIA BAHIA;12/07/2010;557;BR-116/BA
VIA BAHIA;12/07/2010;854;BR-116/BA
VIA BAHIA;12/07/2010;523;BR-324/BA
VIA BAHIA;12/07/2010;550;BR-324/BA
VIA BAHIA;12/07/2010;620;BR-324/BA
VIA BAHIA;12/07/2010;622;BR-324/BA
VIA BAHIA;13/07/2010;546,4000244140625;BR-116/BA
VIA BAHIA;13/07/2010;810;BR-116/BA
VIA BAHIA;13/07/2010;573;BR-324/BA
VIA BAHIA;14/07/2010;437,29998779296875;BR-116/BA
VIA BAHIA;14/07/2010;445;BR-116/BA
VIA BAHIA;14/07/2010;489;BR-116/BA
VIA BAHIA;14/07/2010;549;BR-116/BA
VIA BAHIA;14/07/2010;573;BR-116/BA
VIA BAHIA;14/07/2010;574;BR-116/BA
VIA BAHIA;14/07/2010;668;BR-116/BA
VIA BAHIA;14/07/2010;690;BR-116/BA
VIA BAHIA;14/07/2010;786,0999755859375;BR-116/BA
VIA BAHIA;14/07/2010;566;BR-324/BA
VIA BAHIA;14/07/2010;573;BR-324/BA
VIA BAHIA;14/07/2010;613;BR-324/BA
VIA BAHIA;14/07/2010;622;BR-324/BA
VIA BAHIA;15/07/2010;426,20001220703125;BR-116/BA
VIA BAHIA;15/07/2010;750,5;BR-116/BA
VIA BAHIA;15/07/2010;851;BR-116/BA
VIA BAHIA;15/07/2010;541;BR-324/BA
VIA BAHIA;15/07/2010;617;BR-324/BA
VIA BAHIA;16/07/2010;438,8999938964844;BR-116/BA
VIA BAHIA;16/07/2010;439;BR-116/BA
VIA BAHIA;16/07/2010;448;BR-116/BA
VIA BAHIA;16/07/2010;482,6000061035156;BR-116/BA
VIA BAHIA;16/07/2010;643;BR-116/BA
VIA BAHIA;16/07/2010;705;BR-116/BA
VIA BAHIA;16/07/2010;523;BR-324/BA
VIA BAHIA;16/07/2010;552;BR-324/BA
VIA BAHIA;16/07/2010;555;BR-324/BA
VIA BAHIA;16/07/2010;563;BR-324/BA
VIA BAHIA;16/07/2010;615,5;BR-324/BA
VIA BAHIA;16/07/2010;618;BR-324/BA
VIA BAHIA;16/07/2010;620;BR-324/BA
VIA BAHIA;17/07/2010;470;BR-116/BA
VIA BAHIA;17/07/2010;649;BR-116/BA
VIA BAHIA;17/07/2010;713;BR-116/BA
VIA BAHIA;17/07/2010;820;BR-116/BA
VIA BAHIA;17/07/2010;847,7999877929688;BR-116/BA
VIA BAHIA;17/07/2010;523;BR-324/BA
VIA BAHIA;17/07/2010;527;BR-324/BA
VIA BAHIA;17/07/2010;527;BR-324/BA
VIA BAHIA;17/07/2010;597;BR-324/BA
VIA BAHIA;17/07/2010;601;BR-324/BA
VIA BAHIA;17/07/2010;610;BR-324/BA
VIA BAHIA;17/07/2010;615;BR-324/BA
VIA BAHIA;17/07/2010;624;BR-324/BA
VIA BAHIA;18/07/2010;537;BR-324/BA
VIA BAHIA;18/07/2010;547;BR-324/BA
VIA BAHIA;18/07/2010;560;BR-324/BA
VIA BAHIA;18/07/2010;561;BR-324/BA
VIA BAHIA;18/07/2010;611;BR-324/BA
VIA BAHIA;18/07/2010;625;BR-324/BA
VIA BAHIA;19/07/2010;426,5;BR-116/BA
VIA BAHIA;19/07/2010;456;BR-116/BA
VIA BAHIA;19/07/2010;702;BR-116/BA
VIA BAHIA;19/07/2010;900;BR-116/BA
VIA BAHIA;19/07/2010;574,2739868164062;BR-324/BA
VIA BAHIA;19/07/2010;582;BR-324/BA
VIA BAHIA;19/07/2010;624,8779907226562;BR-324/BA
VIA BAHIA;20/07/2010;464,79998779296875;BR-116/BA
VIA BAHIA;20/07/2010;467;BR-116/BA
VIA BAHIA;20/07/2010;575;BR-116/BA
VIA BAHIA;20/07/2010;908,7999877929688;BR-116/BA
VIA BAHIA;20/07/2010;523;BR-324/BA
VIA BAHIA;20/07/2010;530;BR-324/BA
VIA BAHIA;20/07/2010;558;BR-324/BA
VIA BAHIA;20/07/2010;569;BR-324/BA
VIA BAHIA;20/07/2010;596;BR-324/BA
VIA BAHIA;20/07/2010;617;BR-324/BA
VIA BAHIA;21/07/2010;439;BR-116/BA
VIA BAHIA;21/07/2010;639,2000122070312;BR-116/BA
VIA BAHIA;21/07/2010;643,0999755859375;BR-116/BA
VIA BAHIA;21/07/2010;787;BR-116/BA
VIA BAHIA;21/07/2010;537;BR-324/BA
VIA BAHIA;21/07/2010;568;BR-324/BA
VIA BAHIA;21/07/2010;583;BR-324/BA
VIA BAHIA;21/07/2010;620;BR-324/BA
VIA BAHIA;22/07/2010;480;BR-116/BA
VIA BAHIA;22/07/2010;484;BR-116/BA
VIA BAHIA;22/07/2010;643,5999755859375;BR-116/BA
VIA BAHIA;22/07/2010;883;BR-116/BA
VIA BAHIA;22/07/2010;535;BR-324/BA
VIA BAHIA;22/07/2010;545;BR-324/BA
VIA BAHIA;22/07/2010;570;BR-324/BA
VIA BAHIA;22/07/2010;592;BR-324/BA
VIA BAHIA;22/07/2010;619;BR-324/BA
VIA BAHIA;23/07/2010;466;BR-116/BA
VIA BAHIA;23/07/2010;643;BR-116/BA
VIA BAHIA;23/07/2010;523;BR-324/BA
VIA BAHIA;23/07/2010;534;BR-324/BA
VIA BAHIA;23/07/2010;551;BR-324/BA
VIA BAHIA;23/07/2010;552;BR-324/BA
VIA BAHIA;23/07/2010;557;BR-324/BA
VIA BAHIA;23/07/2010;558;BR-324/BA
VIA BAHIA;23/07/2010;560;BR-324/BA
VIA BAHIA;23/07/2010;607;BR-324/BA
VIA BAHIA;24/07/2010;426,20001220703125;BR-116/BA
VIA BAHIA;24/07/2010;453;BR-116/BA
VIA BAHIA;24/07/2010;583;BR-116/BA
VIA BAHIA;24/07/2010;653;BR-116/BA
VIA BAHIA;24/07/2010;779;BR-116/BA
VIA BAHIA;24/07/2010;530;BR-324/BA
VIA BAHIA;24/07/2010;574;BR-324/BA
VIA BAHIA;24/07/2010;588;BR-324/BA
VIA BAHIA;24/07/2010;610;BR-324/BA
VIA BAHIA;24/07/2010;620;BR-324/BA
VIA BAHIA;24/07/2010;622;BR-324/BA
VIA BAHIA;24/07/2010;622;BR-324/BA
VIA BAHIA;25/07/2010;494,5;BR-116/BA
VIA BAHIA;25/07/2010;554;BR-324/BA
VIA BAHIA;25/07/2010;569;BR-324/BA
VIA BAHIA;25/07/2010;570;BR-324/BA
VIA BAHIA;25/07/2010;582;BR-324/BA
VIA BAHIA;25/07/2010;591;BR-324/BA
VIA BAHIA;25/07/2010;622;BR-324/BA
VIA BAHIA;26/07/2010;912,2999877929688;BR-116/BA
VIA BAHIA;26/07/2010;530,5;BR-324/BA
VIA BAHIA;26/07/2010;558;BR-324/BA
VIA BAHIA;26/07/2010;568;BR-324/BA
VIA BAHIA;26/07/2010;578;BR-324/BA
VIA BAHIA;26/07/2010;593;BR-324/BA
VIA BAHIA;26/07/2010;595;BR-324/BA
VIA BAHIA;26/07/2010;596;BR-324/BA
VIA BAHIA;27/07/2010;1;BR-116/BA - ContSuFS
VIA BAHIA;27/07/2010;450;BR-116/BA
VIA BAHIA;27/07/2010;592;BR-116/BA
VIA BAHIA;27/07/2010;695;BR-116/BA
VIA BAHIA;27/07/2010;761;BR-116/BA
VIA BAHIA;27/07/2010;520;BR-324/BA
VIA BAHIA;27/07/2010;524,2000122070312;BR-324/BA
VIA BAHIA;27/07/2010;577;BR-324/BA
VIA BAHIA;28/07/2010;18;BR-116/BA - Cont VC
VIA BAHIA;28/07/2010;484,0299987792969;BR-116/BA
VIA BAHIA;28/07/2010;545,7000122070312;BR-116/BA
VIA BAHIA;28/07/2010;722;BR-116/BA
VIA BAHIA;28/07/2010;813;BR-116/BA
VIA BAHIA;28/07/2010;579;BR-324/BA
VIA BAHIA;28/07/2010;608;BR-324/BA
VIA BAHIA;28/07/2010;614;BR-324/BA
VIA BAHIA;29/07/2010;799;BR-116/BA
VIA BAHIA;29/07/2010;911;BR-116/BA
VIA BAHIA;29/07/2010;558;BR-324/BA
VIA BAHIA;29/07/2010;582;BR-324/BA
VIA BAHIA;29/07/2010;620;BR-324/BA
VIA BAHIA;29/07/2010;626;BR-324/BA
VIA BAHIA;30/07/2010;462;BR-116/BA
VIA BAHIA;30/07/2010;471;BR-116/BA
VIA BAHIA;30/07/2010;482;BR-116/BA
VIA BAHIA;30/07/2010;659;BR-116/BA
VIA BAHIA;30/07/2010;659;BR-116/BA
VIA BAHIA;30/07/2010;659;BR-116/BA
VIA BAHIA;30/07/2010;804;BR-116/BA
VIA BAHIA;30/07/2010;529;BR-324/BA
VIA BAHIA;30/07/2010;544;BR-324/BA
VIA BAHIA;30/07/2010;588;BR-324/BA
VIA BAHIA;30/07/2010;614;BR-324/BA
VIA BAHIA;30/07/2010;619;BR-324/BA
VIA BAHIA;31/07/2010;756;BR-116/BA
VIA BAHIA;31/07/2010;785,5999755859375;BR-116/BA
VIA BAHIA;31/07/2010;786;BR-116/BA
VIA BAHIA;31/07/2010;537;BR-324/BA
VIA BAHIA;31/07/2010;575;BR-324/BA
VIA BAHIA;31/07/2010;595,5;BR-324/BA
VIA BAHIA;31/07/2010;612;BR-324/BA
VIA BAHIA;31/07/2010;615;BR-324/BA
VIA BAHIA;31/07/2010;622;BR-324/BA
VIA BAHIA;31/07/2010;622;BR-324/BA
VIA BAHIA;31/07/2010;623;BR-324/BA
VIA BAHIA;01/08/2010;543;BR-116/BA
VIA BAHIA;01/08/2010;594;BR-116/BA
VIA BAHIA;01/08/2010;829;BR-116/BA
VIA BAHIA;01/08/2010;528;BR-324/BA
VIA BAHIA;01/08/2010;537;BR-324/BA
VIA BAHIA;01/08/2010;592;BR-324/BA
VIA BAHIA;01/08/2010;597;BR-324/BA
VIA BAHIA;01/08/2010;609,400024414062;BR-324/BA
VIA BAHIA;02/08/2010;708;BR-116/BA
VIA BAHIA;02/08/2010;713;BR-116/BA
VIA BAHIA;02/08/2010;546;BR-324/BA
VIA BAHIA;02/08/2010;577;BR-324/BA
VIA BAHIA;02/08/2010;618;BR-324/BA
VIA BAHIA;02/08/2010;619;BR-324/BA
VIA BAHIA;03/08/2010;547;BR-324/BA
VIA BAHIA;03/08/2010;566;BR-324/BA
VIA BAHIA;03/08/2010;584;BR-324/BA
VIA BAHIA;03/08/2010;609;BR-324/BA
VIA BAHIA;03/08/2010;616;BR-324/BA
VIA BAHIA;04/08/2010;434;BR-116/BA
VIA BAHIA;04/08/2010;482;BR-116/BA
VIA BAHIA;04/08/2010;648;BR-116/BA
VIA BAHIA;04/08/2010;820;BR-116/BA
VIA BAHIA;04/08/2010;831;BR-116/BA
VIA BAHIA;04/08/2010;522;BR-324/BA
VIA BAHIA;04/08/2010;611;BR-324/BA
VIA BAHIA;05/08/2010;484;BR-116/BA
VIA BAHIA;05/08/2010;875;BR-116/BA
VIA BAHIA;05/08/2010;875,5;BR-116/BA
VIA BAHIA;05/08/2010;521;BR-324/BA
VIA BAHIA;05/08/2010;546;BR-324/BA
VIA BAHIA;05/08/2010;553;BR-324/BA
VIA BAHIA;05/08/2010;563;BR-324/BA
VIA BAHIA;05/08/2010;596;BR-324/BA
VIA BAHIA;05/08/2010;599;BR-324/BA
VIA BAHIA;05/08/2010;608;BR-324/BA
VIA BAHIA;05/08/2010;612;BR-324/BA
VIA BAHIA;06/08/2010;6;BR-116/BA - ContSuFS
VIA BAHIA;06/08/2010;858;BR-116/BA
VIA BAHIA;06/08/2010;521;BR-324/BA
VIA BAHIA;06/08/2010;529;BR-324/BA
VIA BAHIA;06/08/2010;531;BR-324/BA
VIA BAHIA;06/08/2010;559;BR-324/BA
VIA BAHIA;06/08/2010;592;BR-324/BA
VIA BAHIA;06/08/2010;615;BR-324/BA
VIA BAHIA;06/08/2010;617;BR-324/BA
VIA BAHIA;06/08/2010;621;BR-324/BA
VIA BAHIA;06/08/2010;622;BR-324/BA
VIA BAHIA;07/08/2010;428;BR-116/BA
VIA BAHIA;07/08/2010;460;BR-116/BA
VIA BAHIA;07/08/2010;462;BR-116/BA
VIA BAHIA;07/08/2010;865;BR-116/BA
VIA BAHIA;07/08/2010;871;BR-116/BA
VIA BAHIA;07/08/2010;537;BR-324/BA
VIA BAHIA;07/08/2010;537;BR-324/BA
VIA BAHIA;07/08/2010;548;BR-324/BA
VIA BAHIA;07/08/2010;561;BR-324/BA
VIA BAHIA;07/08/2010;563;BR-324/BA
VIA BAHIA;07/08/2010;613,7000122070312;BR-324/BA
VIA BAHIA;07/08/2010;622;BR-324/BA
VIA BAHIA;08/08/2010;517;BR-116/BA
VIA BAHIA;08/08/2010;517;BR-116/BA
VIA BAHIA;08/08/2010;534,5999755859375;BR-116/BA
VIA BAHIA;08/08/2010;846;BR-116/BA
VIA BAHIA;08/08/2010;892;BR-116/BA
VIA BAHIA;08/08/2010;523;BR-324/BA
VIA BAHIA;08/08/2010;595,5;BR-324/BA
VIA BAHIA;08/08/2010;621;BR-324/BA
VIA BAHIA;08/08/2010;623;BR-324/BA
VIA BAHIA;08/08/2010;623;BR-324/BA
VIA BAHIA;09/08/2010;8;BR-116/BA - ContSuFS
VIA BAHIA;09/08/2010;452;BR-116/BA
VIA BAHIA;09/08/2010;732;BR-116/BA
VIA BAHIA;09/08/2010;766;BR-116/BA
VIA BAHIA;09/08/2010;583;BR-324/BA
VIA BAHIA;09/08/2010;588;BR-324/BA
VIA BAHIA;09/08/2010;597;BR-324/BA
VIA BAHIA;09/08/2010;613;BR-324/BA
VIA BAHIA;09/08/2010;613;BR-324/BA
VIA BAHIA;09/08/2010;614,7999877929688;BR-324/BA
VIA BAHIA;09/08/2010;615;BR-324/BA
VIA BAHIA;09/08/2010;616,5;BR-324/BA
VIA BAHIA;09/08/2010;619;BR-324/BA
VIA BAHIA;09/08/2010;621;BR-324/BA
VIA BAHIA;09/08/2010;621;BR-324/BA
VIA BAHIA;10/08/2010;3;BR-116/BA - ContSuFS
VIA BAHIA;10/08/2010;6;BR-116/BA - ContSuFS
VIA BAHIA;10/08/2010;8;BR-116/BA - ContSuFS
VIA BAHIA;10/08/2010;522,7000122070312;BR-324/BA
VIA BAHIA;10/08/2010;523;BR-324/BA
VIA BAHIA;10/08/2010;561;BR-324/BA
VIA BAHIA;10/08/2010;577;BR-324/BA
VIA BAHIA;10/08/2010;611,0029907226562;BR-324/BA
VIA BAHIA;11/08/2010;635,4299926757812;BR-116/BA
VIA BAHIA;11/08/2010;639;BR-116/BA
VIA BAHIA;11/08/2010;695;BR-116/BA
VIA BAHIA;11/08/2010;546;BR-324/BA
VIA BAHIA;11/08/2010;601;BR-324/BA
VIA BAHIA;11/08/2010;621;BR-324/BA
VIA BAHIA;11/08/2010;622;BR-324/BA
VIA BAHIA;12/08/2010;432;BR-116/BA
VIA BAHIA;12/08/2010;439;BR-116/BA
VIA BAHIA;12/08/2010;770;BR-116/BA
VIA BAHIA;13/08/2010;3;BR-116/BA - ContSuFS
VIA BAHIA;13/08/2010;7;BR-116/BA - ContSuFS
VIA BAHIA;13/08/2010;428;BR-116/BA
VIA BAHIA;13/08/2010;600;BR-116/BA
VIA BAHIA;13/08/2010;660;BR-116/BA
VIA BAHIA;13/08/2010;819;BR-116/BA
VIA BAHIA;13/08/2010;919;BR-116/BA
VIA BAHIA;13/08/2010;518;BR-324/BA
VIA BAHIA;13/08/2010;519;BR-324/BA
VIA BAHIA;13/08/2010;519;BR-324/BA
VIA BAHIA;13/08/2010;520;BR-324/BA
VIA BAHIA;13/08/2010;520;BR-324/BA
VIA BAHIA;13/08/2010;533;BR-324/BA
VIA BAHIA;13/08/2010;573;BR-324/BA
VIA BAHIA;13/08/2010;610;BR-324/BA
VIA BAHIA;13/08/2010;612;BR-324/BA
VIA BAHIA;13/08/2010;616;BR-324/BA
VIA BAHIA;13/08/2010;620;BR-324/BA
VIA BAHIA;13/08/2010;623;BR-324/BA
VIA BAHIA;13/08/2010;625;BR-324/BA
VIA BAHIA;14/08/2010;426,20001220703125;BR-116/BA
VIA BAHIA;14/08/2010;462;BR-116/BA
VIA BAHIA;14/08/2010;662;BR-116/BA
VIA BAHIA;14/08/2010;574;BR-324/BA
VIA BAHIA;14/08/2010;584;BR-324/BA
VIA BAHIA;14/08/2010;613;BR-324/BA
VIA BAHIA;14/08/2010;617;BR-324/BA
VIA BAHIA;14/08/2010;621;BR-324/BA
VIA BAHIA;14/08/2010;626;BR-324/BA
VIA BAHIA;15/08/2010;578;BR-116/BA
VIA BAHIA;15/08/2010;879;BR-116/BA
VIA BAHIA;15/08/2010;544;BR-324/BA
VIA BAHIA;15/08/2010;568;BR-324/BA
VIA BAHIA;15/08/2010;584;BR-324/BA
VIA BAHIA;15/08/2010;606;BR-324/BA
VIA BAHIA;15/08/2010;619,5;BR-324/BA
VIA BAHIA;16/08/2010;4;BR-116/BA - Cont VC
VIA BAHIA;16/08/2010;430;BR-116/BA
VIA BAHIA;16/08/2010;467;BR-116/BA
VIA BAHIA;16/08/2010;520;BR-324/BA
VIA BAHIA;16/08/2010;520;BR-324/BA
VIA BAHIA;16/08/2010;592;BR-324/BA
VIA BAHIA;16/08/2010;613;BR-324/BA
VIA BAHIA;16/08/2010;618;BR-324/BA
VIA BAHIA;16/08/2010;625;BR-324/BA
VIA BAHIA;17/08/2010;742;BR-116/BA
VIA BAHIA;17/08/2010;765;BR-116/BA
VIA BAHIA;17/08/2010;801;BR-116/BA
VIA BAHIA;17/08/2010;609,5999755859375;BR-324/BA
VIA BAHIA;17/08/2010;620;BR-324/BA
VIA BAHIA;18/08/2010;3;BR-116/BA - ContSuFS
VIA BAHIA;18/08/2010;818;BR-116/BA
VIA BAHIA;18/08/2010;846;BR-116/BA
